sentence,word_count,confidence,date,time,original_audio
" I have to but they cost per minute and so I have to like process the audio. So I cut out all of the empty segments and that's turning out to be a really difficult task for some reason because that I have to make it make it so that the computer understands the audio wave signals by expressing it up into a hundred different, like some some pots and then it's like the frequency. Level is above a certain level as to delete it but like not sit out there. So many is so many times, I'm not even on the stage in which I. So I'm just on the stage. I'm trying to break the audio into text and once I develop a good instead of like",129,0.947681785,6/22/21,15:10,210622_1510.wav
" Pathway and pipeline for that data processing. I will have to make a set of constructs like a massive chat with a bunch of different set of like actual Buttes attached to that, I dating sites. And only then, can he do the machine learning and the statistical analysis, which is like the main problem. So it's, this is, this is meant to be the easy stuff.",67,0.946639538,6/22/21,15:10,210622_1510.wav
" Yes, yes.",2,0.986540258,6/22/21,15:10,210622_1510.wav
" Yes, but it's exciting because it's I found some of the walk with on the project a little bit. One of my best friends from high school. He me and him that the suit, the refugees stuff together and so he's he's like when he's that fantastic. Eichel is Mel and he probably my best friend. Actually.",57,0.939626276,6/22/21,15:10,210622_1510.wav
 And this man is he goes to Miguel and he does evolutionary biology but he's moved from evolutionary biology in this data and Diagnostics and like biotech stuff that he's doing currently.,32,0.944830775,6/22/21,15:10,210622_1510.wav
" And so like he can do as he's really good at the Disco analysis of shit like that. And so he's going to do some of the diagnostic approaches like in recent development of like, pops, potential applications for a technology like this and you know, like what hypothesis can we test all in the day that the on, the, on the possible Corpus, like this side? That's, that's been really exciting. I've just been throwing my into all of my mental energy into this and into seeing people and so I'm living a very active life again, which is significantly More, Bounce Bounce, but",105,0.960792124,6/22/21,15:10,210622_1510.wav
 Balanced with regards to the fact that Lost Odyssey has been spent inside the alone with my parents and Sergeant's parents yet.,22,0.8935619,6/22/21,15:10,210622_1510.wav
" Lot out of the bottle cage, that is the case.",10,0.901542664,6/22/21,15:10,210622_1510.wav
 Haha.,1,0.788226247,6/22/21,15:10,210622_1510.wav
 So that's me. That's where I'm that's why I'm currently at and I have,14,0.92577678,6/22/21,15:10,210622_1510.wav
 I have like room drawer today in like 2 hours to get the room for with friends to living next year in college and,24,0.935653269,6/22/21,15:10,210622_1510.wav
" I might like slot opens, and so we're going to we're really, really trying to get this the salt off the senior apartments",23,0.93065238,6/22/21,15:10,210622_1510.wav
" And I'm very scared that we're not getting gas it because then I can have a room by myself, like a cat. And we'd have like a communal kitchen with, which would be 120 like, I mean 11 room but should be fantastic.",43,0.898696542,6/22/21,15:10,210622_1510.wav
" yeah, so honestly about on every other front I've been",10,0.9631809,6/22/21,15:10,210622_1510.wav
 Feeling super scented.,3,0.985542595,6/22/21,15:10,210622_1510.wav
" Yeah, I don't know how to explain. I've been feeling better now that I felt in a very long time. I'm not even sure how long maybe even like forever, like this might be the best but I felt because I feel like I have a landing pad and I feel like I am",54,0.954782367,6/22/21,15:10,210622_1510.wav
" That's like they're stopping. What you doing right now is like, why would I want to do? You know how I feel that for the first time?",27,0.822999597,6/22/21,15:10,210622_1510.wav
" And I haven't even had any thoughts of like other areas of switching. While the project so out, then their actions is like, this is",25,0.942708135,6/22/21,15:10,210622_1510.wav
 And I feel at home within this label within this camp.,11,0.761692643,6/22/21,15:10,210622_1510.wav
" And that's something I've never felt before. So, and that's really, really stable, because I can devote my",18,0.947475314,6/22/21,15:10,210622_1510.wav
" My energy is not still tearing myself apart, but like I can do that too.",15,0.921252131,6/22/21,15:10,210622_1510.wav
 Other things just having conversations and meeting people and walking projects that feel really helpful and fruitful and stuff. So yeah.,21,0.938908994,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.479915708,6/22/21,15:10,210622_1510.wav
 I had back to college on the,7,0.93586719,6/22/21,15:10,210622_1510.wav
 Like the August.,3,0.974321842,6/22/21,15:10,210622_1510.wav
 29th or something.,3,0.905162156,6/22/21,15:10,210622_1510.wav
" Like at the very end of August, I had back and it's going to be, I think it's going to be so refreshing. It's going to be so fun.",29,0.970013499,6/22/21,15:10,210622_1510.wav
 Yes. Yes. It has,4,0.924244106,6/22/21,15:10,210622_1510.wav
" oh,",1,0.790668964,6/22/21,15:10,210622_1510.wav
 Really okay.,2,0.951723218,6/22/21,15:10,210622_1510.wav
 Okay.,1,0.977923393,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.77826041,6/22/21,15:10,210622_1510.wav
" I think even just for the three months, and avarice Master, three, and a half months, I even just think 60, sorry. I'm might phone screen. I even just think, like, I've been",33,0.909894109,6/22/21,15:10,210622_1510.wav
" Yeah, because I've been, I've been really tired. I haven't been needing to ask you as much because I'm not",20,0.92437619,6/22/21,15:10,210622_1510.wav
" No, and I'm not, I'm not sure if that's I'm not sure if I should be doing that. I just I just feel like I have I",27,0.93405652,6/22/21,15:10,210622_1510.wav
 Especially right now where I'm at. I reached a really good like the Vyvanse help me get into a rhythm.,20,0.917451859,6/22/21,15:10,210622_1510.wav
" And into assassin. You know, the other thing that the other thing that is actually like something I want to talk to you about is I was wondering if it's possible to do a shoulder release on the Vyvanse, like, is it?",42,0.920267224,6/22/21,15:10,210622_1510.wav
 Yep.,1,0.924133062,6/22/21,15:10,210622_1510.wav
" I am wondering if that's the one that cuz I really like the Vyvanse, the one of the main things that it is, that it is doing. I know this. This is not like when I'm tired and I take it.",41,0.9074471,6/22/21,15:10,210622_1510.wav
" I get really anxious. Where is like, when I'm not tired and I take it, I get very like whatever and I'm pushing it. Took him from me. That means that it. It's like, it's it, makes it hard to stop taking it again, and getting into the rhythm of taking it because if I have like, like, you know, a night out or something and it come back at like 3. And then, if I want to take the 12-hour thing, if I want to see if the next night, you know, I'm going to have to wake up like early and then I'm really tired and then I take it and then I'm really stressed and then they don't want to take it. The next the end the night. Just would have liked it so it's up to you really difficult to plan around. Especially that isn't that a pretty difficult to plan around especially when one is it one is in the age that I'm in and it's kind of like all that there are so many different moving gears and potential like, you know, using their stay late up late and sometimes you wake up earlier and sometimes you",203,0.973448873,6/22/21,15:10,210622_1510.wav
" Whatever, and maybe that's not a good thing that I am. But like, realistically, like ideally, this, it wouldn't be a problem. But like, realistically, what ends up happening is that, like, it's, I realize that if it becomes, I end up avoiding it sometimes because it's",47,0.93777144,6/22/21,15:10,210622_1510.wav
" Unless I'm already in a rhythm but in which case, it's really helpful.",13,0.904658377,6/22/21,15:10,210622_1510.wav
 It's really difficult State said of makes it. Why? So makes it hot at Cousin Subs. I've been lying awake at night and it's like 4 and I'm still feeling kind of like awake and like whatever. And I'm like,40,0.918164134,6/22/21,15:10,210622_1510.wav
 Not good.,2,0.987629056,6/22/21,15:10,210622_1510.wav
" I'm not sure if that's going to be. I know this but it's more often. So more like, whatever. So, it might be a hot day, but like princes, there were many times in which I stopped over. They feeling a certain way and think how I might go out with, I might do a friend thing today and do some reading and do something, whatever, which case, in, which case, like having the the 500. I don't miss this. I don't necessarily need some of this kind of, kind of blows around and go everywhere and, you know, and all that stuff. I just jump up and run around, you know, to do all that will dust off that like it, I'm cool to do, but then later in the day I might be like, oh my God, I have to",142,0.967413485,6/22/21,15:10,210622_1510.wav
" You know, and so it's, it's hot, it's it's, it's just, it's hard to walk around, I think.",18,0.913962066,6/22/21,15:10,210622_1510.wav
 Oh no no no I'm I'm I'm just asking.,9,0.83129251,6/22/21,15:10,210622_1510.wav
 I mean.,2,0.282850087,6/22/21,15:10,210622_1510.wav
 Okay.,1,0.959267318,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.849244416,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.849625647,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.849265337,6/22/21,15:10,210622_1510.wav
 Okay.,1,0.972892404,6/22/21,15:10,210622_1510.wav
" Yeah, probably definitely. I don't I don't think we need to do that 90. I I think I'll come back. What I've noticed is that like one of the one of the pilots things set of laws, almost almost two months. Wanted one of them actually",46,0.937065959,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.559650958,6/22/21,15:10,210622_1510.wav
" Not mean that dissolves like a. I know a lot of kids who I like who I prescribed it and will who who I like not necessarily need, do not seem to need that and then they act like they sell it.",42,0.937062502,6/22/21,15:10,210622_1510.wav
" yeah, and that's like a",5,0.964395702,6/22/21,15:10,210622_1510.wav
" yeah, honestly like the net that's also why I like I think that light can",15,0.787967801,6/22/21,15:10,210622_1510.wav
" I think that like simultaneously like I know that like I was so I was I was literally having like mental breakdowns all the time in college because it said, I it's one of those atmospheres in which there is like a million different things going on at once it and I'm always doing like a million things at once. And I actually think that like compared to this is that beside way I spent a compad like to I think Todd maybe I'm actually not sure how much you have at the house in my pee like a much more helpful.",102,0.927458346,6/22/21,15:10,210622_1510.wav
" In college, then it is like currently when which I'm like, cuz I'm I'm at home and lots and like I can have them and this all the times not like a lot to the extract oil to do whatever running around like to set light us on Aurora's longer day. Yeah, I'm so it might be the case that it's, it's really useful and I might, I might be very much. I I just I just think that like I I I would I've been I've been falling off like a little bit of usage of subconsciously just cuz it's just been like,",104,0.94317627,6/22/21,15:10,210622_1510.wav
" I know like the summer and I'm what a night. Like, I'm just old.",14,0.87923485,6/22/21,15:10,210622_1510.wav
 Yeah. Yeah.,2,0.79563421,6/22/21,15:10,210622_1510.wav
" oh my God, he on",5,0.748641133,6/22/21,15:10,210622_1510.wav
 Hahaha. Oh my,3,0.836351395,6/22/21,15:10,210622_1510.wav
 yeah.,1,0.848986626,6/22/21,15:10,210622_1510.wav
 Wrightson.,1,0.733992219,6/22/21,15:10,210622_1510.wav
 I've just never try.,4,0.870700359,6/22/21,15:10,210622_1510.wav
" Cops yet. Might that might be a good idea, but most of all like, I just haven't, we started with something and it it seemed to just like walk immediately and just really help me get on my like, I like since since since I've done that I've never felt even when I'm off of it because I like had it that really strong that. Of like of like you know I I really scented myself and I feel much more capable and directed and you know I thought it's almost like I told myself a little bit how to like I told myself if something happens of Engagement, you know, through ATS and then I have just stayed on that.",121,0.960197747,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.847469509,6/22/21,15:10,210622_1510.wav
 Okay.,1,0.877079308,6/22/21,15:10,210622_1510.wav
 Okay. Yeah.,2,0.941724181,6/22/21,15:10,210622_1510.wav
" Yeah, I think it would be nice by, I think it would be nice to just see how a different one act. So, as to how like something different feels just because I haven't, I know, I am, I might be the case that it's just much better. I feel like my, my resume, you know what, it doesn't like they're off my rhythm and that said that, that's what that's why I just want to test or it might be the opposite that like, it is like way too much and I hate it and then it just",99,0.959708989,6/22/21,15:10,210622_1510.wav
" Yeah, that'd be wonderful.",4,0.942068219,6/22/21,15:10,210622_1510.wav
 And we can see if that's yeah. Traffic jam.,9,0.894425094,6/22/21,15:10,210622_1510.wav
" Yeah, I'm sure I definitely know that. Like the lower doses have been walked me really. Well I died at Lee at that when it starts I just like it's some really really just support you know.",37,0.908693492,6/22/21,15:10,210622_1510.wav
 Like yeah.,2,0.905394495,6/22/21,15:10,210622_1510.wav
 Okay.,1,0.972892404,6/22/21,15:10,210622_1510.wav
 But I can keep some over for college.,8,0.962961078,6/22/21,15:10,210622_1510.wav
" And I'll be going back for Thanksgiving, I know. So it's, it would just have to it. Like, I definitely think that like",23,0.947643638,6/22/21,15:10,210622_1510.wav
" He'll be enough for until then. If there is like one or two yet, then I'll be at that. Will definitely last me until then.",25,0.90778029,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.494087636,6/22/21,15:10,210622_1510.wav
" Yeah watch case I go without it for 2 weeks. You know, I asked it's like it's not like it's not. I really I really think that I am and I'm a pretty functional individual without it. I just it's just it's just that it helped me immensely stay sane but I've lived long enough without it, you know. So like I know how to do so I know what size is that like at the Landing permit like if you got into if I know that I'm going to run out to if I just got into a good Rhythm and just stick to that Rhythm, until then until",110,0.944703341,6/22/21,15:10,210622_1510.wav
 Thanksgiving. That should be fine. So yeah.,7,0.949477375,6/22/21,15:10,210622_1510.wav
 Okay.,1,0.972892404,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.847523093,6/22/21,15:10,210622_1510.wav
" I'm just if I'm honest, I've been really different thinking a lot about that actually end.",16,0.899172068,6/22/21,15:10,210622_1510.wav
" I just haven't been thinking a lot about it, which is like been like at. She like for the first time in my life, I've been very saying and I actually have felt like normally like all of my everything that I'm thinking about like like at the adults me mentally, you know, until I can pay it. Like I just keep them frauding me in like forcing me to pay attention to it. You know. It's like to vote all my attention but for some reason I'm in a place now and what she is not doing that and I can like not think too much and that's been something that's and that's why I'm coming like a like I feel like I'm",124,0.954761267,6/22/21,15:10,210622_1510.wav
" like I, where I am right now is Ben is a place in which",14,0.932674766,6/22/21,15:10,210622_1510.wav
" things over the easier for me and I'm actually, like, I've come on, is like I know that I have like, foam around that but",25,0.894348145,6/22/21,15:10,210622_1510.wav
" I also like don't want to think about it, but, you know, and I'm wondering what? What do you suggesting those? Because I, maybe maybe this is a good spot to go and try to figure it out, but simultaneously will. Just like, bring me more like it. And happiness, you've been if I just bring it up, or should I just like if it's down low from now, or should I just like, leave it that?",77,0.947065473,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.848696053,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.848539352,6/22/21,15:10,210622_1510.wav
 I think.,2,0.939111531,6/22/21,15:10,210622_1510.wav
" Yeah. That stuff if it's really tough question, right? Cuz I don't know if it's still the case. That like when I see you. Like random people guys on the like I Stood Still that like it's still like about like I went to a baseball game yesterday to see the mats cuz I've never been to a baseball game and my family and my family freaking said, no Sanchez family of huge Mets fans.",75,0.962457478,6/22/21,15:10,210622_1510.wav
" And so yeah, I went by they get the tickets to the head that I did for Father's Day. And so I went and I was really whatever and I was seeing a lot of Irish looking people that, you know, and this guy is like, redhead whatever. And like, every single, I was just like, I'm still like kind of insane that I realize, cuz I'm like, every single person I see is like, some reason. They look exactly like this person, you know, and I like it, like it. Disturbs me a little bit. So, like, it's, I don't know why my brain is like this, but it's just like, everything kind of love and I got little jump. Every single time. You know, I keep on seeing",130,0.956120908,6/22/21,15:10,210622_1510.wav
" yeah, and it's it's it's it's it's that",8,0.823178291,6/22/21,15:10,210622_1510.wav
 I think we should jump in. I do think we should jump in. Yeah.,14,0.950972438,6/22/21,15:10,210622_1510.wav
" Yeah, yeah, yeah, I agree. I I I actually agree that we should jump in. My my only thing is that I don't feel like I have a safe space to talk about that.",34,0.966202259,6/22/21,15:10,210622_1510.wav
" It's either if I'm in Santa's house. I mean, it doesn't work. Then I never been in my house is like I don't want my family to like, especially cuz some of the stuff is like not stuff that I want them to like. Yeah. And so it's like. Saatchi also know that importance? I think I would like to get into it. I just don't feel like, I have privacy.",71,0.942606628,6/22/21,15:10,210622_1510.wav
" oh,",1,0.785523772,6/22/21,15:10,210622_1510.wav
" oh, that's actually really good idea.",6,0.839438438,6/22/21,15:10,210622_1510.wav
 Okay. Yeah.,2,0.898279786,6/22/21,15:10,210622_1510.wav
" Oh, that's a fantastic option. Yeah.",6,0.976008952,6/22/21,15:10,210622_1510.wav
" I mean, the thing is that like the thing is is that like I'm like I don't think anyone's like is sitting in the glistening all I caring what I'm saying. But like it's it's more that like there are some topics that are just even more. So at the fact that I don't want to. I don't I don't yeah. And so",63,0.936305106,6/22/21,15:10,210622_1510.wav
" Yeah yeah. So so I see that's a fantastic idea. I'll next week, unless something comes up and I'm like just feeling like I'll maybe maybe not tonight if not. I will try to do it in the car.",39,0.931775331,6/22/21,15:10,210622_1510.wav
" and if I stop the session and I'm not in the car and I'm feeling, okay, could you be like, oh,",21,0.925626457,6/22/21,15:10,210622_1510.wav
" Remember the car because I might, I might, I might forget to actually stop the session in the car.",19,0.861272514,6/22/21,15:10,210622_1510.wav
 Okay.,1,0.972892404,6/22/21,15:10,210622_1510.wav
" Yeah, I know that's a fantastic idea. Yeah.",8,0.959187806,6/22/21,15:10,210622_1510.wav
" Right. I mean, I could even just sit in the driveway in the car on this late. That's yeah.",19,0.88224715,6/22/21,15:10,210622_1510.wav
 Awesome.,1,0.78208375,6/22/21,15:10,210622_1510.wav
 Oh wow. The perfect. I'll be on the sweet. I'll be in Sweden. Then,14,0.875231802,6/22/21,15:10,210622_1510.wav
" Yes, yes.",2,0.986540258,6/22/21,15:10,210622_1510.wav
 Those two I might I'm just checking do I turn 21 in?,12,0.898511112,6/22/21,15:10,210622_1510.wav
 6 days.,2,0.954854965,6/22/21,15:10,210622_1510.wav
" I just, I just realized that now but I will speak to you actually the day after my birthday. So",20,0.927982986,6/22/21,15:10,210622_1510.wav
 it seems that I will miss the Tuesday of 27th of July.,12,0.977657795,6/22/21,15:10,210622_1510.wav
" Yeah, because I will be leaving on Sunday to go to Sweden and it's kind of go. Actually, you can go to Hungry first. I will, my grandpa is",29,0.902643561,6/22/21,15:10,210622_1510.wav
" Yeah, he's he's a drunkard and he has a whooping yet and he just drinks. Wine and smoke cigars all day.",21,0.951960862,6/22/21,15:10,210622_1510.wav
 My mom is Dad.,4,0.802256703,6/22/21,15:10,210622_1510.wav
 Yep. He's and he's he's delightful even though he's kind of like most cynical person I know is he's like the kind of cynical that like joy and that's what I'm just uses the pessimism to,36,0.935528874,6/22/21,15:10,210622_1510.wav
" Pretty much like deconstructed, what everyone else believes in, is pretty much got to the same substrate of like, oh, why should we care about anyting? Let's just drink. Yeah, yeah, yeah. I have a drink. If nothing else to it, but 25 out of missed Tuesday, the 27th. So it will miss three weeks of sessions.",57,0.961234272,6/22/21,15:10,210622_1510.wav
 Thought you might be enough to do the yeah.,9,0.947792351,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.849210143,6/22/21,15:10,210622_1510.wav
 Awesome. Thank you so much.,5,0.986903965,6/22/21,15:10,210622_1510.wav
 Yeah.,1,0.850545228,6/22/21,15:10,210622_1510.wav
" I actually think I'm, I think I'm good.",8,0.976423562,6/22/21,15:10,210622_1510.wav
" Yeah, I feel good. Thank you so much, joy and vibrating.",11,0.883277655,6/22/21,15:10,210622_1510.wav
" Yeah, thank you. Take care.",5,0.959410071,6/22/21,15:10,210622_1510.wav
Lunch with sundry. Sign in.,5,0.666363597,6/22/21,12:48,210622_1248.wav
Thank you. Yeah.,3,0.98623246,6/22/21,12:48,210622_1248.wav
" Yes, we do.",3,0.987629116,6/22/21,12:48,210622_1248.wav
" I was told he was upside in those, like, old, like a Victorian homes when they had like long tables. And, you know, there were two people sitting on it and one on the end, you know, and they talk to each other for the cross, the room.",48,0.878111184,6/22/21,12:48,210622_1248.wav
" Oh yeah, I think I did. Yeah, yeah, yeah.",9,0.928422272,6/22/21,12:48,210622_1248.wav
" I'll try, but I'll take one of each.",8,0.907084346,6/22/21,12:48,210622_1248.wav
 Thank you.,2,0.960814655,6/22/21,12:48,210622_1248.wav
" Oh, I got to",4,0.849080205,6/22/21,12:48,210622_1248.wav
" I just, I just went outside with one and then I'll move on.",13,0.890940249,6/22/21,12:48,210622_1248.wav
" but since you're dropping on that side,",7,0.902361691,6/22/21,12:48,210622_1248.wav
 I shouldn't.,2,0.962441206,6/22/21,12:48,210622_1248.wav
 Be at this point.,4,0.968592048,6/22/21,12:48,210622_1248.wav
 Is it?,2,0.987629056,6/22/21,12:48,210622_1248.wav
 I feel like you can't.,5,0.956792533,6/22/21,12:48,210622_1248.wav
 You can't get into a relationship with someone is from India.,11,0.927384377,6/22/21,12:48,210622_1248.wav
 That for a little bit.,5,0.738958538,6/22/21,12:48,210622_1248.wav
 I think it's gone.,4,0.973755598,6/22/21,12:48,210622_1248.wav
Right.,1,0.50287807,6/22/21,12:07,210622_1207.wav
Hello gallo.,2,0.660514414,6/22/21,12:07,210622_1207.wav
 Worth it.,2,0.466224879,6/22/21,12:07,210622_1207.wav
 It makes a difference in clarity.,6,0.971284568,6/22/21,12:07,210622_1207.wav
 is there anything I can help out with,8,0.987894356,6/22/21,12:07,210622_1207.wav
 Okay.,1,0.945557177,6/22/21,12:07,210622_1207.wav
 I'll get folks nights.,4,0.804549456,6/22/21,12:07,210622_1207.wav
 Yeah.,1,0.566432238,6/22/21,12:07,210622_1207.wav
" The loss of me, what?",5,0.831784546,6/22/21,12:07,210622_1207.wav
 Really.,1,0.959523976,6/22/21,12:07,210622_1207.wav
" Yeah, but you got you got like a lot on you. Yeah.",12,0.852999687,6/22/21,12:07,210622_1207.wav
" Yeah, I know. Shut up.",5,0.819052041,6/22/21,12:07,210622_1207.wav
 And I know. Nothing.,4,0.709237337,6/22/21,12:07,210622_1207.wav
" Time is never going to bring it around with us to walk, which is pretty dope.",16,0.656292677,6/22/21,12:07,210622_1207.wav
" The crazy thing about the crazy you should, you should just get the game. How about there a bunch of people who like something also on eBay?",27,0.861143351,6/22/21,12:07,210622_1207.wav
 Did you probably you could pick it up for like 15-20 bucks?,12,0.769620478,6/22/21,12:07,210622_1207.wav
" Now, and now I'm done. Yeah, yeah, I got that.",10,0.823158443,6/22/21,12:07,210622_1207.wav
" oh,",1,0.787608743,6/22/21,12:07,210622_1207.wav
" I don't get is how it can be, how it, how can it be a console? I, I still don't get how it can be. So, so powerful. This is like it square, but I can also be a console and be like, as good as any in, like, a bus game, you know, but you can also play it on the switch, like, handheld batch. It's crazy to me.",70,0.940181434,6/22/21,12:07,210622_1207.wav
" Yeah, exactly. Yeah.",3,0.925844371,6/22/21,12:07,210622_1207.wav
 It's kind of insane.,4,0.961620271,6/22/21,12:07,210622_1207.wav
 Do you see me in a crowd?,7,0.879943967,6/22/21,12:07,210622_1207.wav
 Oh my God.,3,0.943489552,6/22/21,12:07,210622_1207.wav
" Yes, I would love love that.",6,0.937892139,6/22/21,12:07,210622_1207.wav
 Can I see?,3,0.923920631,6/22/21,12:07,210622_1207.wav
" Oh my God, look at it. Write a penis quiz.",10,0.909639657,6/22/21,12:07,210622_1207.wav
 What is?,2,0.9340536,6/22/21,12:07,210622_1207.wav
 I think it's,3,0.978831351,6/22/21,12:07,210622_1207.wav
 Can I see what?,4,0.83875531,6/22/21,12:07,210622_1207.wav
 It's fantastic.,2,0.942247272,6/22/21,12:07,210622_1207.wav
 Food sex.,2,0.941502094,6/22/21,12:07,210622_1207.wav
" New flavor, food sticks.",4,0.929189205,6/22/21,12:07,210622_1207.wav
 What is it?,3,0.913705111,6/22/21,12:07,210622_1207.wav
 It's a food.,3,0.90527302,6/22/21,12:07,210622_1207.wav
 You got to show them that.,6,0.949355543,6/22/21,12:07,210622_1207.wav
 Chewy. Orange flavor.,3,0.849216521,6/22/21,12:07,210622_1207.wav
 Foods that can even tell me what it is.,9,0.801606417,6/22/21,12:07,210622_1207.wav
 I would love to.,4,0.940196276,6/22/21,12:07,210622_1207.wav
" yes, we would love to",5,0.967014611,6/22/21,12:07,210622_1207.wav
 Okay. Yeah.,2,0.951468885,6/22/21,12:07,210622_1207.wav
" Oh shit. Okay, yeah, I will I will I would love to go Santi about that. We just haven't we haven't done any trips to the city in a long time so we're just like, yeah.",36,0.912238121,6/22/21,12:07,210622_1207.wav
 Happy beautiful.,2,0.818055868,6/22/21,12:07,210622_1207.wav
 When's your weed. When should we do this?,8,0.927496076,6/22/21,12:07,210622_1207.wav
" Jack knows, maybe maybe we can do something. I think your thoughts on just cuz it's on Sundays walking Wednesday. But she finishes at like 5 or 6, but that might be too late, so it probably would be a Tuesday.",41,0.915529311,6/22/21,12:07,210622_1207.wav
 Yeah.,1,0.81345892,6/22/21,12:07,210622_1207.wav
" Yeah, yeah, let's do that. But then this what we can do, we can do Tuesday in, like, 2 weeks. Something like that. Yeah, yeah. You have to ask sons look as she she's the planner. I just kind of follow along.",42,0.935191393,6/22/21,12:07,210622_1207.wav
 Okay. Yeah. I bet.,4,0.983417869,6/22/21,12:07,210622_1207.wav
" I just want to explore a little bit, I'll be great.",11,0.887736261,6/22/21,12:07,210622_1207.wav
 How close is the other Bismarck Expressway Park.,8,0.759354711,6/22/21,12:07,210622_1207.wav
" Okay, cool.",2,0.840696096,6/22/21,12:07,210622_1207.wav
 Oh my God.,3,0.954818904,6/22/21,12:07,210622_1207.wav
 That's wonderful.,2,0.987629056,6/22/21,12:07,210622_1207.wav
" I still can't get over the fact that in like in Sweden, you know people ski to school like cross-country ski to school during the winters are like during the long ass winter and I will bring the ice skates to school every day because that's every school has a nice place to like skating stuff.",56,0.915511906,6/22/21,12:07,210622_1207.wav
" It's like here we are possible thoughts that you have like an ice skating rink. Yeah, I'd love that shit.",20,0.879538715,6/22/21,12:07,210622_1207.wav
" Oh, I love your pants by the way that fucking sick.",11,0.940096259,6/22/21,12:07,210622_1207.wav
 Are they are I need to figure out.,8,0.905401528,6/22/21,12:07,210622_1207.wav
 I'd you don't know any. Yeah. Yeah.,7,0.696419716,6/22/21,12:07,210622_1207.wav
 About that section.,3,0.984677613,6/22/21,12:07,210622_1207.wav
" Yeah, she looking at those magazines I'm I'm thinking like that has to be like a Revival of that kind of style of advertisements is just not the same.",29,0.921326935,6/22/21,12:07,210622_1207.wav
 Can light.,2,0.567052007,6/22/21,12:07,210622_1207.wav
 Yeah.,1,0.849129736,6/22/21,12:07,210622_1207.wav
 Am I?,2,0.450389445,6/22/21,12:07,210622_1207.wav
" There's this like I think if I come back then I was like I said, and probably something to one that to Consumers him, right? It was still like just into the novel The, you know, end exciting and capitalism and all of the potential of the walls and stuff.",50,0.944100261,6/22/21,12:07,210622_1207.wav
 Yeah.,1,0.771826088,6/22/21,12:07,210622_1207.wav
 Gas and experience novelty.,4,0.796931446,6/22/21,12:07,210622_1207.wav
" Yeah, people are very comfortable, just getting an apple and everyone just wiring Basics, you know?",16,0.953467906,6/22/21,12:07,210622_1207.wav
 The crazy thing is that like what?,7,0.845855832,6/22/21,12:07,210622_1207.wav
" I mean for, like,",4,0.882647276,6/22/21,12:07,210622_1207.wav
" I mean, this is what I was saying, was it was the crazy thing about it was that like, back in the end, like, I just can't imagine what it was like products. Like this will take just new, like, all of this by consumers. It was just like so exciting and new and then was told me that her products and the products were expanding every single year and people would like to keep track off of the different. The fact that you know that released the same machine just in a different color to this vacuum cleaner is now like a stylish should have neck of the next level vacuum cleaner. And, you know, and that shit is",120,0.962265313,6/22/21,12:07,210622_1207.wav
" yeah, I know it's it's",5,0.834368229,6/22/21,12:07,210622_1207.wav
 I want two people just got kind of bored of,10,0.828544021,6/22/21,12:07,210622_1207.wav
 the whole like novelty of it.,6,0.909780443,6/22/21,12:07,210622_1207.wav
" Dominant, I like sports wagon, like, post-recession hoodies and sweatpants.",10,0.933259487,6/22/21,12:07,210622_1207.wav
 Yeah.,1,0.848788261,6/22/21,12:07,210622_1207.wav
 It's cheap. That's why,4,0.83393985,6/22/21,12:07,210622_1207.wav
" But it, but that's cuz it's cheap. And a lot of them are like, smaller companies and smallest Allsup's, you like last back then it was like, massive conglomerates",29,0.913766921,6/22/21,12:07,210622_1207.wav
" Oh yeah, yeah, I guess.",5,0.96083957,6/22/21,12:07,210622_1207.wav
 Pastels.,1,0.717003167,6/22/21,12:07,210622_1207.wav
 She's really beautiful.,3,0.976699054,6/22/21,12:07,210622_1207.wav
 That beautiful creatures.,3,0.841301739,6/22/21,12:07,210622_1207.wav
 That guy's going to get you stuff in your fingers.,10,0.917432308,6/22/21,12:07,210622_1207.wav
 Wow. Okay.,2,0.971030235,6/22/21,12:07,210622_1207.wav
" One thing about the Pacific Northwest Zone with the thing that I was struck with it and then see when it was in when I went to Seattle was the fact that I felt like Northern Sweden like at field. Yeah, it's very Sweden.",44,0.902412236,6/22/21,12:07,210622_1207.wav
" Okay, is there a lot of okay yeah, I know. No nothing but the thing is I like anywhere else in America but it's I think it is very like stopping. Like is it just like, you know, coniferous forests and islands and water. And the way the light is and the way in, which is kind of like very tacky but also very",64,0.936255872,6/22/21,12:07,210622_1207.wav
" Down to earth and fishing and then naturie, you know, it's like both, both both sides.",16,0.871469796,6/22/21,12:07,210622_1207.wav
 Little Scandinavia.,2,0.948664546,6/22/21,12:07,210622_1207.wav
 I want to see if they have any pictures.,9,0.927480578,6/22/21,12:07,210622_1207.wav
